"","title","asin","year","genre"
"1294","Gounod - Mireille / Freni, Vanzo, van Dam, Bacquier, Rhodes, Capitole de Toulouse, Plasson","B000005GIU",2002,"Pop"
"1295","Sings","B000005GW2",1998,"Jazz"
"1296","First Instrument","B000005GWF",1995,"Blues"
"1297","Takin Off","B000005H3A",1996,"Jazz"
"1298","Juju","B000005H3B",1996,"Alternative Rock"
"1299","Back at the Chicken Shack","B000005H4M",1990,"Blues"
"1300","The Big Beat","B000005H4L",1990,"Jazz"
"1301","Street Lady","B000005H7J",1997,"Jazz"
"1302","Jimmy McGriff - Greatest Hits","B000005H9J",1997,"Jazz"
"1303","The Sidewinder","B000005HCM",1990,"Jazz"
"1304","Mercy Mercy Mercy","B000005GY5",1995,"Jazz"
"1305","Swingin Affair","B000005HCH",1990,"Jazz"
"1306","Empyrean Isles","B000005HCT",2002,"Jazz"
"1307","Birth of the Cool","B000005HF9",1989,"Jazz"
"1308","Alligator Bogaloo","B000005HD6",1990,"Jazz"
"1309","Midnight Special","B000005HC8",1990,"Blues"
"1310","Morningrise","B000005HNA",1997,"Other"
"1311","Orchid","B000005HN6",1997,"Other"
"1312","Innercity Griots","B000005HT5",1993,"Blues"
"1313","Juvenile Hell","B000005HSW",1993,"Rap & Hip-Hop"
"1314","Ten Summoner's Tales","B000005IL1",1993,"Pop"
"1315","Mercury Falling","B000005ILF",1996,"Pop"
"1316","Ima","B000005IRM",1996,"Pop"
"1317","Kick Out the Jams","B000005IS1",1994,"Alternative Rock"
"1318","Goodbye &amp; Hello","B000005ITY",1989,"Folk"
"1319","Happy Sad","B000005IU0",1989,"Folk"
"1320","Forever Young","B000005J5P",1994,"Alternative Rock"
"1321","The Best of the Gipsy Kings","B000005J38",1995,"Pop"
"1322","Song Cycle","B000005JAT",1990,"Alternative Rock"
"1323","What Up Dog","B000005JFP",1996,"Alternative Rock"
"1324","Forgiven Not Forgotten","B000005J7X",1995,"Pop"
"1325","Northern Lights Southern Cross","B000005JN8",1996,"Folk"
"1326","Back to the Egg","B000005JJ3",1996,"Pop"
"1327","Yes We Can Can: The Best of the Blue Thumb Recordings","B000005KPD",1997,"Pop"
"1328","His Best 1947-55","B000005KQH",1997,"Blues"
"1329","Pieces of a Man","B000005MLZ",1995,"Rap & Hip-Hop"
"1330","Selected Ambient Works 85-92","B000005RHR",2004,"Pop"
"1331","Some Girls Wander By Mistake","B000005RMY",1993,"Alternative Rock"
"1332","Hero &amp; Heroine","B000005RXI",1992,"Folk"
"1333","Stationary Traveller","B000005S0D",1989,"Pop"
"1334","Beauty Stab","B000005RYN",2002,"Alternative Rock"
"1335","Lou Reed","B000005S34",1998,"Alternative Rock"
"1336","Scoundrel Days","B000005S5N",1995,"Alternative Rock"
"1337","Strictly 4 My N.I.G.G.A.Z.","B000005Z0G",1998,"Rap & Hip-Hop"
"1338","2pacalypse Now","B000005Z0E",2011,"Rap & Hip-Hop"
"1339","My Homies","B00000603H",2013,"Rap & Hip-Hop"
"1340","Moment of Truth","B000006041",1998,"Rap & Hip-Hop"
"1341","Headz Or Tailz","B00000604A",1998,"Rap & Hip-Hop"
"1342","Mezzanine","B000006045",NA,"Other"
"1343","Til My Casket Drops","B00000603N",1998,"Blues"
"1344","Live","B0000060NL",1998,"Blues"
"1345","98 Degrees","B0000060NB",1998,"Pop"
"1346","Trouble Man","B0000060NH",1998,"Blues"
"1347","Terraform","B0000060LU",1998,"Alternative Rock"
"1348","I'll Be There For You/You're All I Need To Get By","B00000613H",1995,"Blues"
"1349","Breath from Another","B0000062H5",1998,"Pop"
"1350","Pillage","B0000062GC",1998,"Blues"
"1351","Elephant Riders","B0000062HS",1998,"Alternative Rock"
"1352","Boggy Depot","B0000062GR",1998,"Alternative Rock"
"1353","Visual Audio Sensory Theater","B0000062QH",1998,"Alternative Rock"
"1354","From the Choirgirl Hotel","B0000062S6",1998,"Alternative Rock"
"1355","Welcome to the Universe","B0000062XZ",1998,"Rap & Hip-Hop"
"1356","Best Of: Backward Glance","B0000062VH",1998,"Jazz"
"1357","Capital Punishment","B000006371",1998,"Rap & Hip-Hop"
"1358","Repeat Offender","B00000633U",2002,"Other"
"1359","The Rude Awakening","B0000064PN",1998,"Blues"
"1360","Give It 2 Em Raw","B0000064QY",2007,"Rap & Hip-Hop"
"1361","Retaliation Revenge &amp; Get Back","B0000064QN",1998,"Blues"
"1362","Live At The Village Vanguard: The Master Takes","B0000065KK",1998,"Jazz"
"1363","Trouble Walkin","B0000067IJ",1998,"Pop"
"1364","Soundtracks","B0000067X8",1998,"Alternative Rock"
"1365","Shadiest One","B0000067KS",1998,"Blues"
"1366","Ruth Is Stranger Than Richard","B000006AXR",1998,"Pop"
"1367","Rock Bottom","B000006AXS",1998,"Pop"
"1368","Idle Moments [Vinyl]","B000006DG7",1998,"Jazz"
"1369","Rocky Mountain Collection","B000006LEV",1996,"Folk"
"1370","The Wild Life","B000006LWU",1992,"Pop"
"1371","Get Loose","B000006LDK",1994,"Blues"
"1372","Message in the Music","B000006MV5",1998,"Pop"
"1373","Formica Blues","B000006MX5",1998,"Alternative Rock"
"1374","Spirit of Love","B000006NX3",1998,"Blues"
"1375","Pleasure Principle","B000006NTW",1998,"Alternative Rock"
"1376","Streets Is Watching - O.S.T.","B000006O5X",2004,"Rap & Hip-Hop"
"1377","It's Dark &amp; Hell Is Hot","B000006O62",1998,"Rap & Hip-Hop"
"1378","Snow on the Sahara","B000006O7V",1998,"Pop"
"1379","Hootie Mack","B000006OFM",1998,"Rap & Hip-Hop"
"1380","Into the Sun","B000006OH6",1998,"Alternative Rock"
"1381","Restless Heart - Greatest Hits","B000006OHQ",1998,"Other"
"1382","Mp Da Last Don","B000006ON3",1998,"Rap & Hip-Hop"
"1383","Hat Trick","B000006SF5",1999,"Folk"
"1384","East of the Sun West of the Moon","B000006SA4",1995,"Alternative Rock"
"1385","Steel Town","B000006SWI",1996,"Alternative Rock"
"1386","All Mod Cons","B000006TZ8",2006,"Alternative Rock"
"1387","How Dare You","B000006U4M",1997,"Pop"
"1388","Beside Manners Are Extra","B000006UN6",1997,"Pop"
"1389","Live at the Jazz Cafe","B000006XYR",1999,"Pop"
"1390","The Hard Way","B000006YE9",2007,"Country"
"1391","Silent Cries &amp; Mighty Echoes","B000006YH0",1998,"Pop"
"1392","How Old Are You","B000006YYW",1998,"Alternative Rock"
"1393","Power &amp; Glory","B000006YYM",2004,"Pop"
"1394","Aorta","B000006Z4F",1998,"Pop"
"1395","Bish","B000006ZCE",2000,"Pop"
"1396","What'Cha Gonna Do for Me","B0000071C3",1996,"Blues"
"1397","Contrappunti","B0000071IZ",1996,"Pop"
"1398","Chaka Khan","B0000071C2",1998,"Pop"
"1399","Fire &amp; Ice","B0000071UJ",1995,"Pop"
"1400","Give My Regards To Broad Street","B00000721H",1993,"Pop"
"1401","London Town","B00000721I",1993,"Other"
"1402","Two Places at Same Time","B0000072SX",1993,"Pop"
"1403","Per Un Amico","B0000072VM",1998,"Pop"
"1404","So Natural","B00000742O",1999,"Pop"
"1405","Don't Come Easy","B0000074M7",1982,"Other"
"1406","Outside Inside","B0000074L8",2017,"Alternative Rock"
"1407","River Deep Mountain High","B0000074LE",1987,"Pop"
"1408","Heartbreaker","B0000075ZB",2000,"Pop"
"1409","Songs for a Tailor","B00000769W",1999,"Rock"
"1410","Siren","B000007NAH",2011,"Alternative Rock"
"1411","Naughty","B000007NCE",1998,"Pop"
"1412","Gloria","B000007NAY",1998,"Pop"
"1413","Slaves &amp; Masters","B000007NZO",1990,"Pop"
"1414","Heart Like a Wheel","B000007O1A",1988,"Country"
"1415","So Red the Rose","B000007O5J",1991,"Alternative Rock"
"1416","Shut Em Down","B000007OHK",1998,"Rap & Hip-Hop"
"1417","I Megaphone","B000007Q91",2006,"Alternative Rock"
"1418","Try Whistling This","B000007QDC",2011,"Alternative Rock"
"1419","Get It Right","B000007QF0",1998,"Pop"
"1420","Gypsys Tramps &amp; Thieves","B000007S0L",1998,"Pop"
"1421","Love &amp; Consequences","B000007SBF",1998,"Blues"
"1422","Gaucho","B000007SIN",1997,"Pop"
"1423","Crackle: The Best Of Bauhaus","B000007SP0",1998,"Alternative Rock"
"1424","Ruthless for Life","B000007T1E",2004,"Blues"
"1425","Embrya","B000007T1A",1998,"Pop"
"1426","Original Delta Blues","B000007T4P",1998,"Blues"
"1427","Confessions of Fire","B000007T5A",1998,"Blues"
"1428","Hello Nasty","B000007TE8",1998,"Alternative Rock"
"1429","L'isola Di Niente","B000007UCP",1998,"Pop"
"1430","Photos of Ghosts","B000007UCQ",1998,"Pop"
"1431","Brubeck Quartet at Carnegie Hall","B000007UVZ",2000,"Jazz"
"1432","Chocolate Kings","B000007UCO",1998,"Pop"
"1433","Adventures in Modern Recording","B000007VMV",1998,"Alternative Rock"
"1434","Flood","B000007VYX",1997,"Jazz"
"1435","Udu Wudu","B000007WAN",1999,"Jazz"
"1436","Sea Shanties","B0000085Z0",1994,"Folk"
"1437","Hideaway","B00000885G",1999,"Folk"
"1438","Totally Hot","B0000087NS",1998,"Pop"
"1439","Sleeping With the Past","B0000089FT",2001,"Pop"
"1440","Reg Strikes Back","B0000089FS",2001,"Other"
"1441","Mellow Madness","B000008BFI",1991,"Blues"
"1442","Feels So Good","B000008CIS",1992,"Jazz"
"1443","Uptown Avondale","B000008CPZ",1999,"Alternative Rock"
"1444","Gregg Allman Tour","B000008CSQ",1990,"Pop"
"1445","Inner Revolution","B000008DCE",1992,"Jazz"
"1446","Highway Call","B000008DEV",2001,"Country"
"1447","Cooleyhighharmony","B000008DQ3",1991,"Pop"
"1448","Dreamland","B000008DI6",1990,"Blues"
"1449","Harmony Row","B000008DU3",1990,"Pop"
"1450","In the Pocket","B000008EHL",2001,"Blues"
"1451","Rhythm of the Night","B000008EXI",1992,"Blues"
"1452","Come Taste the Band","B000008EXZ",1990,"Pop"
"1453","The Flower That Shattered the Stone","B000008F01",1990,"Folk"
"1454","Into the Skyline","B000008EZR",1992,"Blues"
"1455","In the Garden","B000008FF4",1993,"Alternative Rock"
"1456","Ink","B000008FMZ",1998,"Alternative Rock"
"1457","Step in the Arena","B000008FVT",1991,"Jazz"
"1458","Skywriter","B000008GXO",1992,"Blues"
"1459","Beat Crazy","B000008GXD",1990,"Alternative Rock"
"1460","It's Real","B000008GTY",1989,"Blues"
"1461","Love Zone","B000008J2Y",1990,"Blues"
"1462","Hearsay","B000008J2C",1990,"Blues"
"1463","All True Man","B000008J2B",1991,"Other"
"1464","Stick to Me","B000008JA9",1990,"Alternative Rock"
"1465","True","B000008L0H",1990,"Alternative Rock"
"1466","Pandemonium","B000008LLI",1990,"Blues"
"1467","It's Goin Down","B000008LPA",1998,"Blues"
"1468","Affairs of the Heart","B000008M5D",1998,"Blues"
"1469","Da Game Is To Be Sold, Not To Be Told","B000008UKN",1998,"Rap & Hip-Hop"
"1470","The Bangles Super Hits","B000009CZ8",2000,"Alternative Rock"
"1471","G-Funk Classics 1 &amp; 2","B000009DZA",1998,"Blues"
"1472","Too Low for Zero","B000009EJU",2001,"Folk"
"1473","Ys","B000009GPM",2003,"Pop"
"1474","Modern Times","B000009H0U",2005,"Pop"
"1475","Islands","B000009GS6",2001,"Alternative Rock"
"1476","American Recordings","B000009QPA",1998,"Country"
"1477","The Best Of Crystal Waters","B000009QMN",1998,"Pop"
"1478","Whatcha Gonna Do","B000009QO1",1998,"Rap & Hip-Hop"
"1479","One Wish","B000009S3Z",1998,"Pop"
"1480","Spirit","B000009S33",2011,"Country"
"1481","My Arms Your Hearse","B00000A6JS",1998,"Other"
"1482","The Miseducation Of Lauryn Hill","B00000ADG2",1998,"Rap & Hip-Hop"
"1483","Still in the Game","B00000ADL2",1998,"Blues"
"1484","The Christmas Attic","B00000AEDW",1998,"Pop"
"1485","Hellbilly Deluxe","B00000AEFF",1998,"Alternative Rock"
"1486","Bring It On","B00000AETS",2011,"Alternative Rock"
"1487","Pack Up the Cats","B00000AFAZ",1998,"Alternative Rock"
"1488","Kuruption! Bi-Coastal Edition Volumes l &amp; ll","B00000AFAC",1998,"Blues"
"1489","Vol. 2, Hard Knock Life","B00000AFF9",1998,"Rap & Hip-Hop"
"1490","Painted From Memory","B00000AFFF",1998,"Alternative Rock"
"1491","Boy With the Arab Strap","B00000AFHM",2002,"Alternative Rock"
"1492","Pleasures of the Night","B00000AFFP",1998,"Jazz"
"1493","Combustication","B00000AFSZ",1998,"Jazz"
"1494","Bathhouse Betty","B00000AG8V",1998,"Jazz"
"1495","Baxter","B00000AG8D",2012,"Pop"
"1496","Queens of the Stone Age","B00000AGA0",1998,"Pop"
"1497","Www.Thug.Com","B00000AG9C",1998,"Blues"
"1498","El Oso","B00000AG9H",1998,"Alternative Rock"
"1499","Rasassination","B00000AGMC",1998,"Rap & Hip-Hop"
"1500","Full Circle","B00000AW34",2006,"Rap & Hip-Hop"
"1501","Recipe, The","B00000BIJY",2011,"Rap & Hip-Hop"
"1502","Deserter's Songs","B00000BKI4",1998,"Alternative Rock"
"1503","Sunday 8 Pm","B00000BKJ1",1998,"Pop"
"1504","How It Feels to Be Something On","B00000C3ZQ",1998,"Alternative Rock"
"1505","Ghetto Supastar","B00000D9TH",1998,"Blues"
"1506","Mobstability","B00000D9WI",1998,"Rap & Hip-Hop"
"1507","Hits","B00000D9TQ",1998,"Pop"
"1508","You've Come A Long Way, Baby","B00000D9VL",1998,"Pop"
"1509","Hank Live","B00000DAI6",2008,"Country"
"1510","John Mellencamp","B00000D9W1",1998,"Pop"
"1511","Orange Rhyming Dictionary","B00000DAMC",1998,"Alternative Rock"
"1512","Tubular Bells 3","B00000DATR",1999,"Pop"
"1513","98&deg; And Rising","B00000DBXY",1998,"Pop"
"1514","The Shape of Punk to Come: A Chimerical Bombation In 12 Bursts","B00000DC10",2004,"Alternative Rock"
"1515","Cold Spring Harbor","B00000DCHH",1998,"Folk"
"1516","Storm Front","B00000DCHL",1998,"Pop"
"1517","Apartment Life","B00000DCHR",1998,"Alternative Rock"
"1518","Mama Drama","B00000DCUM",1998,"Rap & Hip-Hop"
"1519","Innocent Man","B00000DCHG",1998,"Folk"
"1520","No Place That Far","B00000DF6K",1998,"Country"
"1521","It's Hard to Find a Friend","B00000DFFZ",1998,"Alternative Rock"
"1522","Welcome to the Pleasuredome","B00000DFFQ",1998,"Alternative Rock"
"1523","My Love Is Your Love","B00000DFRS",1998,"Pop"
"1524","War &amp; Peace Vol. 1 (The War Disc) [EXPLICIT LYRICS]","B00000DFRV",1998,"Pop"
"1525","Ghetto Fabulous","B00000DFS3",1998,"Rap & Hip-Hop"
"1526","Thugged Out: Albulation","B00000DG18",1999,"Rap & Hip-Hop"
"1527","Different Stages","B00000DGV2",1998,"Rock"
"1528","Supposed Former Infatuation Junkie","B00000DGUG",1998,"Alternative Rock"
"1529","It's on  187um Killa","B00000DHSH",2004,"Blues"
"1530","Experience Hendrix: The Best of Jimi Hendrix","B00000DHZJ",1998,"Pop"
"1531","400 Degreez","B00000DHZO",1998,"Rap & Hip-Hop"
"1532","Gran Turismo","B00000DLVA",1998,"Alternative Rock"
"1533","Music From Big Pink","B00000DQSF",1990,"Folk"
"1534","Tug Of War","B00000DQSE",1990,"Pop"
"1535","Rattlesnakes","B00000DR8R",1999,"Alternative Rock"
"1536","Souvlaki","B00000DR7P",1999,"Alternative Rock"
"1537","More of the Night","B00000DRAH",1990,"Blues"
"1538","Just for a Day","B00000DRDD",1999,"Alternative Rock"
"1539","On the Rise","B00000DS04",1990,"Blues"
"1540","Just the Way You Like It","B00000DS0Z",1989,"Blues"
"1541","Electric Universe","B00000DS0A",1990,"Blues"
"1542","High Priority","B00000DS2N",1990,"Blues"
"1543","Lace","B00000DTIF",1989,"Alternative Rock"
"1544","Mary Jean &amp; 9 Others","B00000E9OE",1989,"Folk"
"1545","Spirit","B00000F1CY",1998,"Alternative Rock"
"1546","Earth Wind &amp; Fire: Greatest Hits","B00000FC5H",1998,"Blues"
"1547","2Pac Greatest Hits","B00000FCBH",1998,"Pop"
"1548","Rhythm-Al-Ism","B00000FDHE",1998,"Rap & Hip-Hop"
"1549","RZA As Bobby Digital in Stereo","B00000FDJX",1998,"Rap & Hip-Hop"
"1550","Kingsize","B00000G1G9",1999,"Alternative Rock"
"1551","Carpenters","B00000G3WW",1998,"Pop"
"1552","Kind of Hush","B00000G3WZ",1998,"Pop"
"1553","Ticket to Ride","B00000G3WX",1998,"Pop"
"1554","Professional","B00000G3X4",1998,"Rap & Hip-Hop"
"1555","Flesh of My Flesh, Blood of My Blood","B00000G3X7",1998,"Rap & Hip-Hop"
"1556","Made in America","B00000G3X0",2009,"Pop"
"1557","Live at Fillmore West","B00000G4SD",1999,"Jazz"
"1558","Made Man","B00000G4NZ",1999,"Rap & Hip-Hop"
"1559","War Babies","B00000G6HL",1998,"Rock"
"1560","Ghosts","B00000G6TP",1998,"Folk"
"1561","Quik Is the Name","B00000GBZ0",1998,"Blues"
"1562","KooKoo","B00000GUZP",1999,"Alternative Rock"
"1563","Acrobatic Tenement","B00000HXSE",2000,"Alternative Rock"
"1564","Close to You","B00000HY5E",1999,"Pop"
"1565","Reasonable Doubt","B00000HZG9",2006,"Rap & Hip-Hop"
"1566","Keep It Like a Secret","B00000HZFH",1999,"Alternative Rock"
"1567","Can't Stay Away","B00000I0OT",1999,"Blues"
"1568","Blacks &amp; Blues","B00000I0RM",1999,"Jazz"
"1569","Roaring Silence","B00000I25M",2016,"Pop"
"1570","The Lexicon Of Love","B00000I2PG",2002,"Alternative Rock"
"1571","Tevin Campbell","B00000I3ZO",1999,"Blues"
"1572","Can You Still Feel?","B00000I3ZU",2012,"Alternative Rock"
"1573","Midnight Blue","B00000I41G",1999,"Jazz"
"1574","Carboot Soul","B00000I6MK",1999,"Alternative Rock"
"1575","Bossalinie","B00000I7K7",1999,"Rap & Hip-Hop"
"1576","Good Morning Spider","B00000I85P",1999,"Alternative Rock"
"1577","If I Could Turn Back Time: Cher's Greatest Hits","B00000I8KE",1999,"Pop"
"1578","Medusa","B00000I8S6",1999,"Alternative Rock"
"1579","Soul Station","B00000I8UI",1999,"Jazz"
"1580","100% Ginuwine","B00000I926",1999,"Rap & Hip-Hop"
"1581","Full Clip: Decade of Gang Starr","B00000I8T5",1999,"Rap & Hip-Hop"
"1582","Tigermilk","B00000I9MK",2002,"Alternative Rock"
"1583","No Angel","B00000IAU3",1999,"Folk"
"1584","Understand This Is a Dream","B00000ICLO",1999,"Alternative Rock"
"1585","Out Of Business (Explicit Version)","B00000IFT1",1999,"Rap & Hip-Hop"
"1586","Ryde Or Die Compilation 1","B00000IFNQ",1999,"Rap & Hip-Hop"
"1587","Utopia Parkway","B00000IFW1",1999,"Alternative Rock"
"1588","Finally","B00000IFT0",1999,"Blues"
"1589","Venni Vetti Vecci","B00000IFUI",1999,"Rap & Hip-Hop"
"1590","Elton John And Tim Rice's Aida (1999 Concept Album)","B00000IFTH",1999,"Other"
"1591","Buckcherry","B00000IGQU",1999,"Alternative Rock"
"1592","Me And Mrs. Jones: The Best Of Billy Paul","B00000IIWW",1999,"Blues"
"1593","Great Zeppelin: Tribute To Led Zeppelin","B00000IJCV",NA,"Pop"
"1594","Fight Songs","B00000IL0L",1999,"Alternative Rock"
"1595","Day in the Life","B00000IL0N",1999,"Pop"
"1596","This Is Normal [ENHANCED CD]","B00000IL0O",1999,"Alternative Rock"
"1597","The Song Lives on","B00000ILY5",1999,"Jazz"
"1598","Top Dogg","B00000IMGM",1999,"Rap & Hip-Hop"
"1599","Orbital - Middle Of Nowhere - [CD]","B00000IO83",1999,"Pop"
"1600","The White Stripes","B00000IONU",1999,"Alternative Rock"
"1601","Mirrorball","B00000IOSU",1999,"Alternative Rock"
"1602","Every Day Is A New Day","B00000IP8G",1999,"Pop"
"1603","Pretzel Logic","B00000IPAC",1999,"Pop"
"1604","Forse Le Lucciole Non Si","B00000IPOM",NA,"Pop"
"1605","Vol. 1 - Club Classics 10th Anniversary","B00000IWUJ",1999,"Pop"
"1606","Really Rosie (1975 Television Special)","B00000J2PJ",1999,"Folk"
"1607","Amazing Jeckel Brothers","B00000J2SK",1999,"Rap & Hip-Hop"
"1608","Diana","B00000J2RG",2006,"Pop"
"1609","Double Fine Zone","B00000J5XB",1999,"Pop"
"1610","Honky Tonk Heroes","B00000J7AQ",1999,"Country"
"1611","Safe As Milk","B00000J7A2",1999,"Alternative Rock"
"1612","Californication","B00000J7JO",1999,"Alternative Rock"
"1613","Da Crime Family","B00000J7OA",1999,"Rap & Hip-Hop"
"1614","Astro Lounge","B00000J7S9",1999,"Alternative Rock"
"1615","Synkronized","B00000J7SR",1999,"Alternative Rock"
"1616","Surrender","B00000J8EK",1999,"Pop"
"1617","House of Blue Light","B00000JBFX",NA,"Pop"
"1618","Snowfall on the Sahara","B00000JC68",1999,"Jazz"
"1619","Soft Bulletin","B00000JC6C",1999,"Alternative Rock"
"1620","Brighten The Corners","B00000JHAR",1999,"Alternative Rock"
"1621","Beneath the Surface","B00000JHD7",1999,"Rap & Hip-Hop"
"1622","Live At The Old Quarter","B00000JHCL",1999,"Folk"
"1623","A Cheap and Evil Girl","B00000JJM0",1999,"Pop"
"1624","Staying Power","B00000JJN2",1999,"Pop"
"1625","Vaya","B00000JKH2",1999,"Alternative Rock"
"1626","Forget About It","B00000JMCL",1999,"Country"
"1627","Talk Show","B00000JMIQ",1999,"Alternative Rock"
"1628","No Time Like the Future","B00000JMK8",1999,"Jazz"
"1629","Broken Things","B00000JNJD",1999,"Alternative Rock"
"1630","Folk Singer","B00000JNOJ",1999,"Blues"
"1631","At Last!","B00000JNNY",1999,"Blues"
"1632","The Best of Earth, Wind &amp; Fire, Vol.1","B00000JQFI",1999,"Pop"
"1633","Screamin' for My Supper","B00000JQZ3",1999,"Alternative Rock"
"1634","Up Up &amp; Away: Encore Collection","B00000JS9V",1999,"Pop"
"1635","I Am the Greatest","B00000JT3K",1999,"Pop"
"1636","Murda Muzik","B00000JT4T",1999,"Rap & Hip-Hop"
"1637","Mary","B00000JWQH",1999,"Rap & Hip-Hop"
"1638","Premiers Symptomes","B00000JXSA",1999,"Alternative Rock"
"1639","Against Da Grain","B00000JY7R",1999,"Rap & Hip-Hop"
"1640","Waylon Live","B00000JY9X",1999,"Country"
"1641","Definitive Collection","B00000JY9N",1999,"Pop"
