"","title","asin","genre","year","price","recommendation","sim"
"1610","Lord Willin","B0000665WR","Rap & Hip-Hop",2002,7.94,"Hell Hath No Fury",0.680386739706532
"1611","Hell Hath No Fury","B0000TWMDY","Rap & Hip-Hop",2006,20,"Lord Willin",0.680386739706532
"1612","Long Distance","B000055QKM","Alternative Rock",2000,7.99,"In the Clear",0.680290179017808
"1613","In the Clear","B0007GAEIU","Alternative Rock",2011,12.98,"Long Distance",0.680290179017808
"1614","Waiting for You","B000002MII","Country",1993,9.49,"Gord's Gold: Greatest Hits",0.680252366567251
"1615","Gord's Gold: Greatest Hits","B000AYEIWW","Folk",2005,10.38,"Waiting for You",0.680252366567251
"1616","Two Highways","B0000002J9","Country",1990,11.88,"I've Got That Old Feeling",0.680146280154273
"1617","I've Got That Old Feeling","B0000002JR","Country",1998,15.1,"Two Highways",0.680146280154273
"1618","Tevin","B000002LM3","Pop",1991,10.7,"Back to the World",0.679997479846402
"1619","Back to the World","B000002N1I","Blues",1996,9.49,"Tevin",0.679997479846402
"1620","Free Jazz","B000002I55","Jazz",1990,11.49,"Change of the Century",0.679955349321298
"1621","Change of the Century","B000002IIL","Jazz",1992,6.63,"Free Jazz",0.679955349321298
"1622","White Sport Coat &amp; Pink Crustacean","B000002PBW","Country",1987,7.39,"Songs You Know by Heart : Jimmy Buffett's Greatest Hits",0.679845961576664
"1623","The Chess Box :Muddy Waters","B000002Q40","Blues",1989,38.72,"Muddy Waters: The Anthology, 1947-1972",0.67982138065207
"1624","Muddy Waters: The Anthology, 1947-1972","B00005NHLY","Blues",2001,24.75,"The Chess Box :Muddy Waters",0.67982138065207
"1625","The Ultimate Collection","B000BGR0OM","Alternative Rock",2005,9.99,"Revenge",0.679754943079995
"1626","Revenge","B0000CFXNS","Alternative Rock",2005,9.99,"The Ultimate Collection",0.679754943079995
"1627","Word of Mouf","B00005R8EL","Rap & Hip-Hop",2001,12.11,"Chicken N Beer",0.679590924865173
"1628","Chicken N Beer","B0000AQS1A","Rap & Hip-Hop",2003,10.29,"Word of Mouf",0.679590924865173
"1629","Honky Ch&acirc;teau","B000001EGE","Folk",1996,7.98,"Elton John - Greatest Hits 1970-2002",0.67957175767358
"1630","Elton John - Greatest Hits 1970-2002","B00006RAKP","Pop",2002,13.88,"Honky Ch&acirc;teau",0.67957175767358
"1631","Infamy","B00005U2LE","Rap & Hip-Hop",2001,24.99,"Infamous",0.679445830302263
"1632","Infamous","B000002WR5","Rap & Hip-Hop",1995,8.9,"Infamy",0.679445830302263
"1633","Captain Fantastic and the Brown Dirt Cowboy","B000001EGA","Folk",1996,4.99,"11-17-70",0.679366653787784
"1634","11-17-70","B000001EGI","Folk",1996,9.94,"Captain Fantastic and the Brown Dirt Cowboy",0.679366653787784
"1635","For the Roses","B000002GYQ","Country",1987,19.52,"Both Sides Now",0.679309237393763
"1636","Both Sides Now","B000040OVH","Folk",2000,11.88,"For the Roses",0.679309237393763
"1637","Photos of Ghosts","B000007UCQ","Pop",1998,10.28,"Per Un Amico",0.678982767163496
"1638","Per Un Amico","B0000072VM","Pop",1998,8.98,"Photos of Ghosts",0.678982767163496
"1639","Songs from the West Coast","B00005NZDW","Folk",2001,8.85,"Don't Shoot Me I'm Only the Piano Player",0.67897532022976
"1640","Don't Shoot Me I'm Only the Piano Player","B000001EG2","Folk",1996,7.98,"Songs from the West Coast",0.67897532022976
"1641","Restless","B000053GUO","Rap & Hip-Hop",2002,15.5,"Man Vs Machine",0.678920281654725
"1642","Restless","B000F0UV36","Rap & Hip-Hop",2013,11.58,"Man Vs Machine",0.678920281654725
"1643","Man Vs Machine","B00006L3IZ","Rap & Hip-Hop",2002,10.29,"Restless",0.678920281654725
"1644","Morning View","B00005QG9J","Alternative Rock",2001,11.99,"Enjoy Incubus",0.678666247377594
"1645","Enjoy Incubus","B000002BSF","Alternative Rock",1997,4.54,"Morning View",0.678666247377594
"1646","Rock of the Westies","B000001EM3","Folk",1996,9.99,"Made In England",0.678589996678007
"1647","Made In England","B000001EDN","Pop",1995,14.53,"Rock of the Westies",0.678589996678007
"1648","The Wild Life","B000006LWU","Pop",1992,9.49,"Stick It to Ya",0.678455653394801
"1649","Stick It to Ya","B000003JB3","Pop",1990,18.17,"The Wild Life",0.678455653394801
"1650","Sleeping With the Past","B0000089FT","Pop",2001,13.82,"Reg Strikes Back",0.678423958662023
"1651","Reg Strikes Back","B0000089FS","Other",2001,17.42,"Sleeping With the Past",0.678423958662023
"1652","Totally Hot","B0000087NS","Pop",1998,19.45,"Come on Over",0.678372822326086
"1653","Come on Over","B000002PBS","Pop",2005,8.8,"Totally Hot",0.678372822326086
"1654","Soulife","B00092ZMF2","Pop",2005,7.98,"Comin' From Where I'm From",0.67837171427253
"1655","Comin' From Where I'm From","B0000AGWFA","Blues",2003,7,"Soulife",0.67837171427253
"1656","VH1 Presents the Corrs Live in Dublin","B000060OL5","Alternative Rock",2013,10.85,"Forgiven Not Forgotten",0.678306752889115
"1657","Forgiven Not Forgotten","B000005J7X","Pop",1995,6.49,"VH1 Presents the Corrs Live in Dublin",0.678306752889115
"1658","Don Quixote","B000002MSS","Country",1994,18.98,"Cold on the Shoulder",0.67830125628553
"1659","Cold on the Shoulder","B000002MST","Folk",1994,19.55,"Don Quixote",0.67830125628553
"1660","Rock of the Westies","B000001EM3","Folk",1996,9.99,"Rare Masters",0.67827708274983
"1661","Rare Masters","B000001DXH","Folk",1992,27.52,"Rock of the Westies",0.67827708274983
"1662","Thug Life: Volume 1","B000003AEH","Rap & Hip-Hop",1994,13.05,"2Pac Greatest Hits",0.67793914621982
"1663","2Pac Greatest Hits","B00000FCBH","Pop",1998,21.79,"Thug Life: Volume 1",0.67793914621982
"1664","Various Positions","B000002AZX","Folk",1995,25.95,"I'm Your Man",0.677848341414764
"1665","I'm Your Man","B0000026J6","Folk",1990,11.85,"Various Positions",0.677848341414764
"1666","Loverboy","B0000025JY","Pop",1989,19.52,"Get Lucky",0.677812061407212
"1667","Get Lucky","B0000025OR","Pop",1990,5.99,"Loverboy",0.677812061407212
"1668","Peachtree Road","B00061X95Q","Folk",2007,17.75,"Captain Fantastic and the Brown Dirt Cowboy",0.677808683235603
"1669","Captain Fantastic and the Brown Dirt Cowboy","B000001EGA","Folk",1996,4.99,"Peachtree Road",0.677808683235603
"1670","Innocent Man","B00000DCHG","Folk",1998,14.99,"2000 Years: Millennium Concert",0.677592488393726
"1671","2000 Years: Millennium Concert","B00004T0QB","Folk",2000,14.99,"Innocent Man",0.677592488393726
"1672","Joan Baez 2","B000000EDW","Folk",1995,9.49,"Joan",0.677504719090232
"1673","Joan","B00009KUB3","Folk",2006,16.82,"Joan Baez 2",0.677504719090232
"1674","Sniper &amp; Other Love Songs","B000068TN3","Folk",2005,8.91,"Heads &amp; Tales",0.677322575646191
"1675","Heads &amp; Tales","B000002I2R","Folk",1990,7.99,"Sniper &amp; Other Love Songs",0.677322575646191
"1676","Songs in the Attic","B0000025NU","Folk",1989,4.51,"Innocent Man",0.67732061252034
"1677","Innocent Man","B00000DCHG","Folk",1998,14.99,"Songs in the Attic",0.67732061252034
"1678","Wish","B000002HAJ","Alternative Rock",1992,26.29,"The Cure",0.677311157949226
"1679","The Cure","B00028HOFY","Alternative Rock",2004,19.52,"Wish",0.677311157949226
"1680","From the Choirgirl Hotel","B0000062S6","Alternative Rock",1998,9.29,"Boys for Pele",0.677262834508885
"1681","Boys for Pele","B000002J88","Alternative Rock",1996,7.8,"From the Choirgirl Hotel",0.677262834508885
"1682","Take Me Higher","B000001AAF","Pop",1995,14.98,"Forever Diana",0.677226879262617
"1683","Forever Diana","B000001AKT","Blues",1993,51.14,"Take Me Higher",0.677226879262617
"1684","Aretha Arrives","B00000331N","Blues",1993,9.49,"30 Greatest Hits - Aretha Franklin 2 Discs",0.677090666601374
"1685","By the Way","B000067CPX","Alternative Rock",2010,9.7,"Blood Sugar Sex Magik",0.67706551471148
"1686","Blood Sugar Sex Magik","B000002LQR","Alternative Rock",1991,10.89,"By the Way",0.67706551471148
"1687","Measure of a Man","B0000AGWEC","Pop",2003,6.88,"I Am the Greatest",0.67700115840693
"1688","I Am the Greatest","B00000JT3K","Pop",1999,9.99,"Measure of a Man",0.67700115840693
"1689","Serious Hits Live","B000002IQ9","Pop",1990,4.64,"Love Songs: A Compilation Old &amp; New",0.676852920578558
"1690","Love Songs: A Compilation Old &amp; New","B000255LNE","Pop",2010,15.42,"Serious Hits Live",0.676852920578558
"1691","Your Little Secret","B000001E8L","Folk",1995,5.99,"Breakdown",0.676621453253911
"1692","Breakdown","B00001WRO7","Folk",1999,3.99,"Your Little Secret",0.676621453253911
"1693","Murda Muzik","B00000JT4T","Rap & Hip-Hop",1999,7.15,"Amerikaz Nightmare",0.67656220531006
"1694","Amerikaz Nightmare","B0001BXYRO","Rap & Hip-Hop",2004,12.99,"Murda Muzik",0.67656220531006
"1695","Sleeping With the Past","B0000089FT","Pop",2001,13.82,"21 At 33",0.676534826056971
"1696","21 At 33","B000002PBF","Other",2007,12.25,"Sleeping With the Past",0.676534826056971
"1697","New World Record","B0000025DT","Pop",1990,5.99,"Balance of Power",0.676488800844153
"1698","Balance of Power","B00000264E","Pop",1990,7.49,"New World Record",0.676488800844153
"1699","One Night Only","B000051Y1V","Folk",2000,13.78,"Elton John",0.676340079472619
"1700","Elton John","B000001EG6","Folk",1996,7.98,"One Night Only",0.676340079472619
"1701","Made In England","B000001EDN","Pop",1995,14.53,"Jump Up",0.676237304918021
"1702","Jump Up","B000002OJ5","Other",1992,4.87,"Made In England",0.676237304918021
"1703","Reckless","B000002GGU","Pop",1985,4.85,"Into The Fire",0.676070451168028
"1704","Into The Fire","B000002GDL","Pop",2007,13.98,"Reckless",0.676070451168028
"1705","Cypress Hill 3: Temples of Boom","B000002B0S","Blues",1995,16.8,"Black Sunday",0.675978724988055
"1706","Black Sunday","B00000295Y","Rap & Hip-Hop",1993,7.98,"Cypress Hill 3: Temples of Boom",0.675978724988055
"1707","Too Low for Zero","B000009EJU","Folk",2001,19.52,"Jump Up",0.675813413164438
"1708","Jump Up","B000002OJ5","Other",1992,4.87,"Too Low for Zero",0.675813413164438
"1709","2pacalypse Now","B000005Z0E","Rap & Hip-Hop",2011,11.18,"The Don Killuminati The 7 Day Theory",0.675685311500674
"1710","The Very Best of Otis Redding","B0000032XY","Blues",1992,7,"Immortal Otis Redding",0.675674656653074
"1711","Immortal Otis Redding","B000002IH8","Blues",1991,9.49,"The Very Best of Otis Redding",0.675674656653074
"1712","Back at One","B00001QGLB","Blues",1999,7,"Anytime",0.675522863998114
"1713","Anytime","B000001EWU","Blues",1997,5,"Back at One",0.675522863998114
"1714","The Long Run","B000002GWZ","Pop",1983,7.99,"Greatest Hits 2",0.675342621375444
"1715","Greatest Hits 2","B000002H1C","Rock",1990,10.88,"The Long Run",0.675342621375444
"1716","The Captain and the Kid","B000H7JDVI","Folk",2006,11.97,"Rock of the Westies",0.675246686348001
"1717","Rock of the Westies","B000001EM3","Folk",1996,9.99,"The Captain and the Kid",0.675246686348001
"1718","Songs from the West Coast","B00005NZDW","Folk",2001,8.85,"Leather Jackets",0.675143188632046
"1719","Leather Jackets","B000002OJ4","Pop",2007,14.98,"Songs from the West Coast",0.675143188632046
"1720","Loyal to the Game","B0006IGGLS","Pop",2004,9.68,"The Don Killuminati The 7 Day Theory",0.674890316406581
"1721","Gonna Take a Miracle","B0000024XY","Folk",1990,9.99,"Christmas &amp; Beads of Sweat",0.674711241669238
"1722","Christmas &amp; Beads of Sweat","B0000024WG","Folk",1990,11.65,"Gonna Take a Miracle",0.674711241669238
"1723","She's So Unusual","B0000025WQ","Alternative Rock",1990,14.99,"Body Acoustic",0.674650607857759
"1724","Body Acoustic","B000CDSS2M","Alternative Rock",2005,13.99,"She's So Unusual",0.674650607857759
"1725","One Night Only","B000051Y1V","Folk",2000,13.78,"Made In England",0.67438837067052
"1726","Made In England","B000001EDN","Pop",1995,14.53,"One Night Only",0.67438837067052
"1727","Take Me Higher","B000001AAF","Pop",1995,14.98,"Diana Ross",0.674314353662957
"1728","Diana Ross","B000001AFY","Blues",1992,15.49,"Take Me Higher",0.674314353662957
"1729","Diana Ross","B000063BOJ","Pop",2002,13.48,"Take Me Higher",0.674314353662957
"1730","R.E.O./T.W.O.","B0000024ZF","Pop",1989,6.99,"Essential Reo Speedwagon",0.673992035440389
"1731","Essential Reo Speedwagon","B0002JE8WK","Pop",2004,18.32,"R.E.O./T.W.O.",0.673992035440389
"1732","Essential Steve Earle","B000002ON0","Country",1993,12.73,"Copperhead Road",0.673961648452127
"1733","Copperhead Road","B000001BZT","Country",1988,8,"Essential Steve Earle",0.673961648452127
"1734","Peachtree Road","B00061X95Q","Folk",2007,17.75,"Elton John",0.673921405905727
"1735","Elton John","B000001EG6","Folk",1996,7.98,"Peachtree Road",0.673921405905727
"1736","TURN ON THE BRIGHT LIGHTS [Vinyl]","B00006BTC7","Alternative Rock",2012,20.37,"Antics",0.673858904684188
"1737","Antics","B0002PD3HU","Alternative Rock",2004,13.48,"TURN ON THE BRIGHT LIGHTS [Vinyl]",0.673858904684188
"1738","Long Distance","B000055QKM","Alternative Rock",2000,7.99,"Guest Room",0.673832962127696
"1739","Guest Room","B00006IZOD","Alternative Rock",2009,15.41,"Long Distance",0.673832962127696
"1740","Jump to It","B000003PH0","Pop",1995,7.92,"Get It Right",0.673830984155025
"1741","Get It Right","B000007QF0","Pop",1998,33.3,"Jump to It",0.673830984155025
"1742","The Best of George Benson","B000002N2T","Jazz",1995,15.78,"Body Talk",0.673797542019684
"1743","Body Talk","B0000026TQ","Jazz",1989,4.99,"The Best of George Benson",0.673797542019684
"1744","The Big Picture","B000001EXB","Folk",1997,6.56,"One Night Only",0.67378415753447
"1745","One Night Only","B000051Y1V","Folk",2000,13.78,"The Big Picture",0.67378415753447
"1746","Yeeeah Baby","B00004SCCO","Rap & Hip-Hop",2000,9.99,"Capital Punishment",0.6736756377265
"1747","Capital Punishment","B000006371","Rap & Hip-Hop",1998,5.97,"Yeeeah Baby",0.6736756377265
"1748","Empty Sky","B000001EG8","Alternative Rock",1996,7.98,"11-17-70",0.673650891834523
"1749","11-17-70","B000001EGI","Folk",1996,9.94,"Empty Sky",0.673650891834523
"1750","Come on Over","B000002PBS","Pop",2005,8.8,"Back to Basics: The Essential Collection 1971-1992",0.673478886442673
"1751","Back to Basics: The Essential Collection 1971-1992","B000000OSU","Country",1992,7.42,"Come on Over",0.673478886442673
"1752","Rocks","B0000029AS","Pop",1993,7.98,"Get Your Wings",0.673310547637154
"1753","Get Your Wings","B0000029AN","Pop",1993,7.98,"Rocks",0.673310547637154
"1754","Travelling Without Moving","B000002BSG","Alternative Rock",1997,5.21,"Synkronized",0.672852432001018
"1755","Synkronized","B00000J7SR","Alternative Rock",1999,11.99,"Travelling Without Moving",0.672852432001018
"1756","Rocky Mountain Collection","B000006LEV","Folk",1996,16.99,"Poems Prayers &amp; Promises",0.672601119888193
"1757","Poems Prayers &amp; Promises","B000002W7R","Folk",1990,9.99,"Rocky Mountain Collection",0.672601119888193
"1758","The Makeover","B000GCG95C","Pop",2006,24.97,"Affairs of the Heart",0.672538026731634
"1759","Affairs of the Heart","B000008M5D","Blues",1998,4.99,"The Makeover",0.672538026731634
"1760","Rocky Mountain High","B000002W7S","Country",1990,10.95,"Poems Prayers &amp; Promises",0.672325098850256
"1761","Poems Prayers &amp; Promises","B000002W7R","Folk",1990,9.99,"Rocky Mountain High",0.672325098850256
"1762","John Denver's Greatest Hits","B000002W0Z","Country",1990,6.19,"Country Roads Collection",0.672195538095592
"1763","Country Roads Collection","B000002X27","Country",1997,34.99,"John Denver's Greatest Hits",0.672195538095592
"1764","The Best of DJ Quik: Da Finale","B000077SY2","Rap & Hip-Hop",2002,9.35,"Quik Is the Name",0.672101058063466
"1765","Quik Is the Name","B00000GBZ0","Blues",1998,12.99,"The Best of DJ Quik: Da Finale",0.672101058063466
"1766","Every Good Boy Deserves Favour","B000002GQK","Pop",NA,11.98,"A Question of Balance",0.672050539578445
"1767","A Question of Balance","B000001F6A","Pop",1987,17.99,"Every Good Boy Deserves Favour",0.672050539578445
"1768","Infamy","B00005U2LE","Rap & Hip-Hop",2001,24.99,"Hell on Earth",0.672026606260134
"1769","Hell on Earth","B000002X0Z","Rap & Hip-Hop",1996,9.99,"Infamy",0.672026606260134
"1770","Close to You","B00000HY5E","Pop",1999,7.98,"Carpenters: The Essential Collection, 1965-1997",0.671949727376492
"1771","Carpenters: The Essential Collection, 1965-1997","B00006LWSM","Pop",2002,37.99,"Close to You",0.671949727376492
"1772","Your Little Secret","B000001E8L","Folk",1995,5.99,"Skin",0.671826819712046
"1773","Skin","B000002HAR","Rock",2009,13.98,"Your Little Secret",0.671826819712046
"1774","Skin","B00005LODB","Folk",2001,18.88,"Your Little Secret",0.671826819712046
"1775","Music to Driveby","B0000028SB","Blues",1992,9.95,"Death Threatz",0.671799841069236
"1776","Death Threatz","B000002B56","Pop",2009,11.98,"Music to Driveby",0.671799841069236
"1777","Until The End Of Time","B00005AKBN","Rap & Hip-Hop",2001,22.25,"2Pac Live",0.671641950525567
"1778","2Pac Live","B0002739R2","Pop",2009,17.2,"Until The End Of Time",0.671641950525567
"1779","Various Positions","B000002AZX","Folk",1995,25.95,"Dear Heather",0.671525893260186
"1780","Dear Heather","B0002MPTDO","Folk",2004,9.56,"Various Positions",0.671525893260186
"1781","Synkronized","B00000J7SR","Alternative Rock",1999,11.99,"Dynamite",0.67150508818213
"1782","Dynamite","B000819PKC","Alternative Rock",2012,6.55,"Synkronized",0.67150508818213
"1783","Innocent Man","B00000DCHG","Folk",1998,14.99,"Cold Spring Harbor",0.67144793404325
"1784","Cold Spring Harbor","B00000DCHH","Folk",1998,9.99,"Innocent Man",0.67144793404325
"1785","Rare Masters","B000001DXH","Folk",1992,27.52,"Jump Up",0.671071136509248
"1786","Jump Up","B000002OJ5","Other",1992,4.87,"Rare Masters",0.671071136509248
"1787","The Very Best of Spinners","B0000032ZU","Blues",1993,4.99,"Mighty Love",0.671048143168435
"1788","Mighty Love","B00000337G","Blues",1995,7.98,"The Very Best of Spinners",0.671048143168435
"1789","Reg Strikes Back","B0000089FS","Other",2001,17.42,"Honky Ch&acirc;teau",0.670947265945206
"1790","Honky Ch&acirc;teau","B000001EGE","Folk",1996,7.98,"Reg Strikes Back",0.670947265945206
"1791","Reg Strikes Back","B0000089FS","Other",2001,17.42,"Elton John - Greatest Hits",0.670935189582669
"1792","Elton John - Greatest Hits","B000001DVP","Folk",1992,7.08,"Reg Strikes Back",0.670935189582669
"1793","Still Crazy After All These Years","B000002LBY","Folk",1990,19.36,"Paul Simon in Concert: Live Rhymin'",0.670836114144655
"1794","Paul Simon in Concert: Live Rhymin'","B000002LBX","Folk",1990,10.11,"Still Crazy After All These Years",0.670836114144655
"1795","Rock in a Hard Place","B0000029B3","Pop",1993,32.37,"Draw the Line",0.670767958484999
"1796","Draw the Line","B0000029AU","Pop",1993,8.99,"Rock in a Hard Place",0.670767958484999
"1797","World Is Yours","B000000W7O","Rap & Hip-Hop",1993,13.37,"The Fix",0.670721793803782
"1798","The Fix","B00006C2H3","Rap & Hip-Hop",2002,10.99,"World Is Yours",0.670721793803782
"1799","Ray of Light","B000002NJS","Pop",1998,4.73,"Bedtime Stories",0.670717314115494
